complaint_id,student_id,hostel_id,complaint_text,category,subcategory,priority,ai_suggestion,status
CMP-2025-5731,STU-078,HST-052,Bread/chapati are undercooked.,Food Quality,Taste,Medium,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2025-9169,STU-057,HST-018,Bread/chapati are undercooked.,Food Quality,Spoilage/Poisoning,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-2300,STU-018,HST-021,Need a warmer blanket for winter.,Other,General,Low,Review student request and respond within 48 hours.,Submitted
CMP-2024-3429,STU-136,HST-057,Cupboard door off its hinges.,Maintenance,Electrical,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2025-6424,STU-191,HST-048,Tiles cracked in common washroom.,Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2026-3906,STU-115,HST-064,Dustbins overflowing near corridor.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Acknowledged
CMP-2024-8001,STU-113,HST-026,Double charged for this month's rent.,Billing/Payment Dispute,Unexpected Fee,Medium,Review charges with account; provide receipt.,In Progress
CMP-2026-7779,STU-113,HST-019,Request for a separate study table.,Other,General,Low,Review student request and respond within 48 hours.,Submitted
CMP-2024-8924,STU-112,HST-038,Internet quota exhausted too quickly.,Other,Suggestion,Low,Review student request and respond within 48 hours.,Acknowledged
CMP-2024-9132,STU-083,HST-064,Feeling unsafe due to unverified visitors.,Safety/Security,Security Guard,Low,Investigate immediately; if serious call police.,Submitted
CMP-2024-2936,STU-022,HST-051,Need a warmer blanket for winter.,Other,Curfew,Low,Review student request and respond within 48 hours.,Resolved
CMP-2026-4478,STU-199,HST-042,AC not cooling properly in Room 207.,Maintenance,Furniture,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2025-1100,STU-003,HST-010,"Window latch broken, cannot close properly.",Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-4178,STU-131,HST-030,Bathroom mirror and sink are never cleaned.,Cleanliness,Common Area,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-6490,STU-194,HST-035,Roommate's friends hang out in our room all the time.,Roommate Issue,Guests,Medium,Mediate between roommates; offer room change if needed.,Acknowledged
CMP-2026-1306,STU-183,HST-001,Charged for electricity even though it's included.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,Submitted
CMP-2025-9753,STU-153,HST-030,Door banging repeatedly.,Noise/Disturbance,External Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-5448,STU-076,HST-038,Bread/chapati are undercooked.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-5953,STU-128,HST-065,Warden threatened to fine for a minor rule.,Staff Behavior,Warden,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-9192,STU-044,HST-073,"Repeatedly same menu, no variety.",Food Quality,Spoilage/Poisoning,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-9456,STU-041,HST-075,"Repeatedly same menu, no variety.",Food Quality,Taste,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-2426,STU-121,HST-015,Lunch rice was spoiled yesterday.,Food Quality,Taste,High,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-4438,STU-010,HST-038,My roommate never cleans his side.,Roommate Issue,Personal Space,High,Mediate between roommates; offer room change if needed.,In Progress
CMP-2024-5467,STU-086,HST-055,Roommate smokes in the room.,Roommate Issue,Noise,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2026-6739,STU-042,HST-004,Food is cold when served.,Food Quality,Taste,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-6549,STU-127,HST-058,Request for a separate study table.,Other,Room Change,Low,Review student request and respond within 48 hours.,Submitted
CMP-2025-1881,STU-115,HST-042,Curfew time is too early for exam preparation.,Other,Curfew,Low,Review student request and respond within 48 hours.,Submitted
CMP-2026-8304,STU-188,HST-016,"Floor has sticky stains, not mopped properly.",Cleanliness,Pest Control,Low,Schedule housekeeping to clean the area immediately.,Acknowledged
CMP-2025-3159,STU-084,HST-020,Constant arguments with roommate.,Roommate Issue,Guests,High,Mediate between roommates; offer room change if needed.,Resolved
CMP-2024-5227,STU-153,HST-033,Dustbins overflowing near corridor.,Cleanliness,Pest Control,Medium,Schedule housekeeping to clean the area immediately.,Resolved
CMP-2024-6758,STU-050,HST-015,My stuff used without asking.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-2752,STU-169,HST-060,Unexplained deduction from rent.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,Submitted
CMP-2024-9977,STU-025,HST-029,Roommate brings food and leaves plates for days.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-6606,STU-131,HST-031,Hair found in food twice this week.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-8584,STU-032,HST-066,Need permission to keep a bicycle inside.,Other,Suggestion,Low,Review student request and respond within 48 hours.,Submitted
CMP-2026-7208,STU-015,HST-050,Roommate's friends hang out in our room all the time.,Roommate Issue,Cleanliness,High,Mediate between roommates; offer room change if needed.,Submitted
CMP-2026-1003,STU-180,HST-072,My roommate never cleans his side.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,Resolved
CMP-2024-6187,STU-073,HST-039,Canteen staff not wearing gloves.,Food Quality,Taste,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-3089,STU-091,HST-058,My phone went missing from study room.,Safety/Security,CCTV Issue,High,Investigate immediately; if serious call police.,Resolved
CMP-2025-2797,STU-155,HST-008,Feeling unsafe due to unverified visitors.,Safety/Security,Theft,Medium,Investigate immediately; if serious call police.,In Progress
CMP-2025-7652,STU-084,HST-036,Security guard often missing after 10 PM.,Safety/Security,Theft,High,Investigate immediately; if serious call police.,Submitted
CMP-2025-7835,STU-174,HST-075,Security guard uses offensive language.,Staff Behavior,Security,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-8155,STU-093,HST-052,Bread/chapati are undercooked.,Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-9346,STU-168,HST-037,Bread/chapati are undercooked.,Food Quality,Spoilage/Poisoning,Low,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2025-4878,STU-190,HST-043,Canteen staff not serving on time.,Staff Behavior,Security,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-7038,STU-089,HST-040,No place to dry clothes inside.,Other,Room Change,High,Review student request and respond within 48 hours.,Submitted
CMP-2025-8617,STU-058,HST-028,Dustbins overflowing near corridor.,Cleanliness,Pest Control,Low,Schedule housekeeping to clean the area immediately.,Resolved
CMP-2026-6119,STU-148,HST-051,I want to change my room.,Other,General,Low,Review student request and respond within 48 hours.,Submitted
CMP-2026-6431,STU-168,HST-009,Cupboard door off its hinges.,Maintenance,AC,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2025-5267,STU-148,HST-064,Warden doesn't listen to complaints.,Staff Behavior,Cleaner,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-1447,STU-045,HST-061,"Fan regulator broken, fan running at full speed.",Maintenance,Other Maintenance,High,Assign technician to fix the issue within 24 hours.,Resolved
CMP-2024-5603,STU-085,HST-030,Outsider came inside without permission.,Safety/Security,Security Guard,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2026-8317,STU-076,HST-034,My laptop was stolen from room.,Safety/Security,CCTV Issue,Low,Investigate immediately; if serious call police.,In Progress
CMP-2025-2382,STU-020,HST-023,Roommate brings food and leaves plates for days.,Roommate Issue,Noise,Low,Mediate between roommates; offer room change if needed.,In Progress
CMP-2024-4454,STU-006,HST-053,Canteen staff not wearing gloves.,Food Quality,Taste,Low,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2025-9724,STU-176,HST-041,Roommate brings food and leaves plates for days.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-8353,STU-028,HST-038,TV volume too high in lounge.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-5466,STU-110,HST-048,Warden is very rude when approached.,Staff Behavior,Cleaner,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-4961,STU-185,HST-022,Roommate brings food and leaves plates for days.,Roommate Issue,Guests,Medium,Mediate between roommates; offer room change if needed.,In Progress
CMP-2024-1195,STU-015,HST-071,Door banging repeatedly.,Noise/Disturbance,External Noise,High,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-1388,STU-141,HST-039,Cook refuses to serve extra roti.,Staff Behavior,Warden,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-3128,STU-062,HST-052,Trash piled up near the entrance.,Cleanliness,Room Cleaning,Low,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-8429,STU-198,HST-045,Cook refuses to serve extra roti.,Staff Behavior,Cook,Medium,Counsel the staff member; involve owner if repeated.,Resolved
CMP-2025-6450,STU-049,HST-045,Feeling unsafe due to unverified visitors.,Safety/Security,Security Guard,High,Investigate immediately; if serious call police.,Submitted
CMP-2026-7432,STU-006,HST-074,"Bed frame creaking loudly, needs oiling.",Maintenance,AC,Medium,Assign technician to fix the issue within 24 hours.,Resolved
CMP-2025-5243,STU-018,HST-005,"Dal has a weird smell, looks old.",Food Quality,Portion Size,High,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2025-3438,STU-097,HST-027,Dustbins overflowing near corridor.,Cleanliness,Room Cleaning,Low,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-9039,STU-091,HST-060,"Geyser not working, no hot water.",Maintenance,Plumbing,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2025-2985,STU-189,HST-036,Amount taken but no receipt provided.,Billing/Payment Dispute,Deposit Refund,High,Review charges with account; provide receipt.,Resolved
CMP-2024-6985,STU-125,HST-031,My mattress is too old and uncomfortable.,Other,Room Change,Low,Review student request and respond within 48 hours.,Resolved
CMP-2025-4129,STU-103,HST-016,I want to change my room.,Other,Room Change,Medium,Review student request and respond within 48 hours.,Submitted
CMP-2024-3292,STU-083,HST-039,Outsider came inside without permission.,Safety/Security,Security Guard,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2026-6041,STU-066,HST-023,Water not coming in bathroom since 2 days ago.,Maintenance,Electrical,Medium,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2024-7643,STU-062,HST-042,Warden asking for extra money for repairs.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,In Progress
CMP-2024-1604,STU-091,HST-070,Rats in the kitchen area.,Cleanliness,Bathroom,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-3822,STU-048,HST-044,Lunch rice was spoiled yesterday.,Food Quality,Portion Size,High,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2024-2870,STU-151,HST-012,AC not cooling properly in Room 334.,Maintenance,AC,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-7586,STU-130,HST-039,Food bill is higher than agreed.,Billing/Payment Dispute,Unexpected Fee,Medium,Review charges with account; provide receipt.,In Progress
CMP-2024-5487,STU-082,HST-030,My stuff used without asking.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-3185,STU-188,HST-015,Bread/chapati are undercooked.,Food Quality,Portion Size,Medium,Inspect kitchen and food storage; check hygiene.,Resolved
CMP-2024-5648,STU-130,HST-045,Common washroom is very dirty and smelly.,Cleanliness,Pest Control,High,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-1616,STU-068,HST-019,Cleaner shouted at me for no reason.,Staff Behavior,Security,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2024-4144,STU-035,HST-075,Oil used in cooking seems reused.,Food Quality,Portion Size,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-4409,STU-107,HST-006,Trash piled up near the entrance.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,In Progress
CMP-2024-1885,STU-092,HST-009,Security guard often missing after 10 PM.,Safety/Security,Theft,High,Investigate immediately; if serious call police.,Submitted
CMP-2025-1709,STU-111,HST-051,Roommate smokes in the room.,Roommate Issue,Guests,Low,Mediate between roommates; offer room change if needed.,In Progress
CMP-2024-8287,STU-114,HST-070,Rats in the kitchen area.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-7759,STU-089,HST-045,Roommate smokes in the room.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-4541,STU-115,HST-058,Talking loudly in corridor after quiet hours.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,In Progress
CMP-2025-4313,STU-120,HST-024,Amount taken but no receipt provided.,Billing/Payment Dispute,Overcharging,Low,Review charges with account; provide receipt.,Acknowledged
CMP-2025-7852,STU-148,HST-054,My roommate never cleans his side.,Roommate Issue,Noise,Medium,Mediate between roommates; offer room change if needed.,In Progress
CMP-2026-3784,STU-051,HST-029,Very little chicken/vegetables served.,Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2025-8581,STU-069,HST-050,I want to change my room.,Other,Suggestion,Low,Review student request and respond within 48 hours.,Submitted
CMP-2026-3440,STU-077,HST-047,My phone went missing from study room.,Safety/Security,Theft,High,Investigate immediately; if serious call police.,Submitted
CMP-2025-2605,STU-050,HST-038,Water not coming in bathroom since this morning.,Maintenance,Furniture,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-3174,STU-151,HST-021,Food bill is higher than agreed.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,Submitted
CMP-2025-1399,STU-070,HST-067,Roommate smokes in the room.,Roommate Issue,Guests,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-2158,STU-035,HST-062,Unexplained deduction from rent.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,In Progress
CMP-2026-4393,STU-146,HST-035,Warden is very rude when approached.,Staff Behavior,Cleaner,Medium,Counsel the staff member; involve owner if repeated.,Acknowledged
CMP-2025-8624,STU-004,HST-047,Room not cleaned for 3 days.,Cleanliness,Common Area,Low,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-3267,STU-140,HST-039,Tiles cracked in common washroom.,Maintenance,AC,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-4693,STU-140,HST-049,Roommate has guests late at night.,Roommate Issue,Noise,Low,Mediate between roommates; offer room change if needed.,In Progress
CMP-2025-8412,STU-055,HST-056,Roommate brings food and leaves plates for days.,Roommate Issue,Guests,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-8405,STU-171,HST-060,Security deposit not refunded after leaving.,Billing/Payment Dispute,Unexpected Fee,Medium,Review charges with account; provide receipt.,Submitted
CMP-2024-2791,STU-156,HST-013,Roommate smokes in the room.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2026-1371,STU-139,HST-011,"Dal has a weird smell, looks old.",Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-4097,STU-053,HST-002,CCTV camera not working near entrance.,Safety/Security,Security Guard,High,Investigate immediately; if serious call police.,Acknowledged
CMP-2026-6346,STU-065,HST-063,Cockroaches in Room 367.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-5259,STU-157,HST-026,Warden asking for extra money for repairs.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,In Progress
CMP-2024-3634,STU-199,HST-046,Door banging repeatedly.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-3072,STU-022,HST-040,Need permission to keep a bicycle inside.,Other,Room Change,Medium,Review student request and respond within 48 hours.,Submitted
CMP-2025-3423,STU-023,HST-007,Double charged for this month's rent.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,Acknowledged
CMP-2025-3381,STU-031,HST-061,My stuff used without asking.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2026-5842,STU-044,HST-063,Unexplained deduction from rent.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,Submitted
CMP-2025-1656,STU-188,HST-034,Unexplained deduction from rent.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,Submitted
CMP-2024-6347,STU-127,HST-071,Food is cold when served.,Food Quality,Spoilage/Poisoning,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-1369,STU-183,HST-013,"Window latch broken, cannot close properly.",Maintenance,Door/Window,Low,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2026-1918,STU-043,HST-073,Dustbins overflowing near corridor.,Cleanliness,Pest Control,Medium,Schedule housekeeping to clean the area immediately.,Acknowledged
CMP-2025-6047,STU-092,HST-007,My stuff used without asking.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-5728,STU-196,HST-013,Security deposit not refunded after leaving.,Billing/Payment Dispute,Unexpected Fee,Low,Review charges with account; provide receipt.,Submitted
CMP-2025-9606,STU-050,HST-006,Hair found in food twice this week.,Food Quality,Portion Size,High,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-8571,STU-173,HST-046,Roommate uses my phone charger without permission.,Roommate Issue,Cleanliness,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-5979,STU-034,HST-042,Bread/chapati are undercooked.,Food Quality,Taste,Medium,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2026-8742,STU-145,HST-017,Warden asking for extra money for repairs.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Submitted
CMP-2025-2093,STU-081,HST-060,"Floor has sticky stains, not mopped properly.",Cleanliness,Common Area,High,Schedule housekeeping to clean the area immediately.,In Progress
CMP-2025-9397,STU-060,HST-068,Roommate uses my phone charger without permission.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,In Progress
CMP-2024-6855,STU-118,HST-016,Light bulb fused in corridor near Room 398.,Maintenance,AC,Medium,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2026-2258,STU-131,HST-010,Food is cold when served.,Food Quality,Spoilage/Poisoning,High,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-5932,STU-097,HST-033,Need permission to keep a bicycle inside.,Other,Suggestion,Low,Review student request and respond within 48 hours.,In Progress
CMP-2026-5610,STU-169,HST-063,Outsider came inside without permission.,Safety/Security,CCTV Issue,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2024-9612,STU-130,HST-074,Roommate uses my phone charger without permission.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-6705,STU-094,HST-030,No place to dry clothes inside.,Other,General,Low,Review student request and respond within 48 hours.,Resolved
CMP-2026-5991,STU-199,HST-044,CCTV camera not working near entrance.,Safety/Security,CCTV Issue,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2024-3133,STU-044,HST-069,AC not cooling properly in Room 214.,Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-1537,STU-046,HST-039,Dustbins overflowing near corridor.,Cleanliness,Pest Control,Low,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-3028,STU-083,HST-061,Need a warmer blanket for winter.,Other,General,Medium,Review student request and respond within 48 hours.,Acknowledged
CMP-2026-5544,STU-178,HST-070,Talking loudly in corridor after quiet hours.,Noise/Disturbance,External Noise,High,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-1229,STU-085,HST-022,My stuff used without asking.,Roommate Issue,Guests,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-9260,STU-069,HST-069,Internet quota exhausted too quickly.,Other,Suggestion,High,Review student request and respond within 48 hours.,In Progress
CMP-2025-7948,STU-128,HST-040,Unexplained deduction from rent.,Billing/Payment Dispute,Deposit Refund,High,Review charges with account; provide receipt.,Submitted
CMP-2024-9123,STU-121,HST-008,Talking loudly in corridor after quiet hours.,Noise/Disturbance,External Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-6111,STU-120,HST-028,My roommate never cleans his side.,Roommate Issue,Guests,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-7020,STU-142,HST-007,Amount taken but no receipt provided.,Billing/Payment Dispute,Overcharging,Low,Review charges with account; provide receipt.,In Progress
CMP-2024-3348,STU-084,HST-008,Canteen staff not wearing gloves.,Food Quality,Spoilage/Poisoning,Medium,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2026-7623,STU-134,HST-003,Cook refuses to serve extra roti.,Staff Behavior,Security,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-7557,STU-098,HST-013,"Floor has sticky stains, not mopped properly.",Cleanliness,Bathroom,Medium,Schedule housekeeping to clean the area immediately.,In Progress
CMP-2024-5107,STU-075,HST-058,Roommate uses my phone charger without permission.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-1438,STU-170,HST-001,Food bill is higher than agreed.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,In Progress
CMP-2024-9518,STU-028,HST-015,Oil used in cooking seems reused.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-9856,STU-173,HST-058,Food bill is higher than agreed.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,Submitted
CMP-2025-8531,STU-073,HST-073,Curfew time is too early for exam preparation.,Other,General,Low,Review student request and respond within 48 hours.,In Progress
CMP-2025-3203,STU-179,HST-022,Light bulb fused in corridor near Room 386.,Maintenance,Plumbing,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-8697,STU-088,HST-061,Emergency exit blocked with boxes.,Safety/Security,Security Guard,Medium,Investigate immediately; if serious call police.,Acknowledged
CMP-2025-6779,STU-056,HST-071,Unexplained deduction from rent.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Submitted
CMP-2026-1440,STU-191,HST-054,My laptop was stolen from room.,Safety/Security,CCTV Issue,High,Investigate immediately; if serious call police.,Submitted
CMP-2024-5056,STU-142,HST-023,Roommate has guests late at night.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-1322,STU-083,HST-046,"Party in neighboring room, can't sleep.",Noise/Disturbance,External Noise,Low,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-1334,STU-001,HST-038,Curfew time is too early for exam preparation.,Other,Room Change,Low,Review student request and respond within 48 hours.,Resolved
CMP-2025-2639,STU-169,HST-056,Charged for electricity even though it's included.,Billing/Payment Dispute,Unexpected Fee,Medium,Review charges with account; provide receipt.,Submitted
CMP-2025-4305,STU-047,HST-001,People running and stomping upstairs.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-7586,STU-064,HST-053,Security deposit not refunded after leaving.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Submitted
CMP-2026-8786,STU-164,HST-009,My roommate plays loud music after 11 PM.,Noise/Disturbance,External Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-9846,STU-017,HST-055,Staff enters room without knocking.,Staff Behavior,Cook,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-3958,STU-060,HST-055,Roommate uses my phone charger without permission.,Roommate Issue,Noise,Medium,Mediate between roommates; offer room change if needed.,Acknowledged
CMP-2026-8656,STU-040,HST-061,Cupboard door off its hinges.,Maintenance,Other Maintenance,High,Assign technician to fix the issue within 24 hours.,Resolved
CMP-2026-5919,STU-035,HST-055,My laptop was stolen from room.,Safety/Security,Security Guard,High,Investigate immediately; if serious call police.,Submitted
CMP-2025-3631,STU-189,HST-001,Staff enters room without knocking.,Staff Behavior,Security,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-8604,STU-048,HST-051,My phone went missing from study room.,Safety/Security,Unauthorized Entry,High,Investigate immediately; if serious call police.,Submitted
CMP-2024-5233,STU-001,HST-024,Amount taken but no receipt provided.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Submitted
CMP-2026-5882,STU-116,HST-059,My laptop was stolen from room.,Safety/Security,Unauthorized Entry,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2026-2976,STU-089,HST-046,Bathroom mirror and sink are never cleaned.,Cleanliness,Pest Control,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2025-7388,STU-022,HST-040,Need a warmer blanket for winter.,Other,Room Change,Medium,Review student request and respond within 48 hours.,In Progress
CMP-2025-5166,STU-025,HST-029,Talking loudly in corridor after quiet hours.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-5036,STU-053,HST-023,Cupboard door off its hinges.,Maintenance,Furniture,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-1570,STU-039,HST-044,Feeling unsafe due to unverified visitors.,Safety/Security,Unauthorized Entry,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2025-2999,STU-058,HST-029,"Window latch broken, cannot close properly.",Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,Resolved
CMP-2025-2478,STU-114,HST-062,Need a warmer blanket for winter.,Other,Suggestion,Low,Review student request and respond within 48 hours.,Resolved
CMP-2025-1555,STU-172,HST-048,Talking loudly in corridor after quiet hours.,Noise/Disturbance,Roommate Noise,Low,Warn the noisy party and enforce quiet hours.,In Progress
CMP-2025-2644,STU-067,HST-035,Emergency exit blocked with boxes.,Safety/Security,Theft,Low,Investigate immediately; if serious call police.,Submitted
CMP-2026-6353,STU-095,HST-007,Fruit provided is rotten.,Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2024-1050,STU-180,HST-063,Charged for electricity even though it's included.,Billing/Payment Dispute,Unexpected Fee,Medium,Review charges with account; provide receipt.,In Progress
CMP-2026-3131,STU-071,HST-011,Warden doesn't listen to complaints.,Staff Behavior,Cook,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-5616,STU-014,HST-071,Warden threatened to fine for a minor rule.,Staff Behavior,Cleaner,Medium,Counsel the staff member; involve owner if repeated.,Acknowledged
CMP-2026-4677,STU-132,HST-026,TV volume too high in lounge.,Noise/Disturbance,Night Noise,Low,Warn the noisy party and enforce quiet hours.,Resolved
CMP-2024-1815,STU-112,HST-038,Cupboard door off its hinges.,Maintenance,Plumbing,High,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2024-9615,STU-195,HST-062,Warden doesn't listen to complaints.,Staff Behavior,Security,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-5717,STU-013,HST-046,Warden threatened to fine for a minor rule.,Staff Behavior,Security,High,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2026-4102,STU-055,HST-056,Unexplained deduction from rent.,Billing/Payment Dispute,Deposit Refund,High,Review charges with account; provide receipt.,In Progress
CMP-2025-5068,STU-005,HST-028,Canteen staff not serving on time.,Staff Behavior,Cook,Low,Counsel the staff member; involve owner if repeated.,Submitted
